subject_cui,subject_name,subject_semtype,predicate,object_cui,object_name,object_semtype,first_year,first_pmid,citation_pmid,first_issn,first_sentence_id,Questions,Model_Answer,Similarity,Correct_Flag,Target_Object
C0184661,Procedures,hlca,ADMINISTERED_TO,C0030705,Patients,humn,2010,19937028,19937028,,19685603,To which patients or groups is Procedures typically administered?,Pulmonary embolism,0.26462075114250183,0,Patients
C0184661,Procedures,hlca,ADMINISTERED_TO,C0260194,radiologist,humn,2010,19908085,19908085,,21695653,To which patients or groups is Procedures typically administered?,Pulmonary embolism,0.22078144550323486,0,radiologist
C0184661,Procedures,hlca,ADMINISTERED_TO,C0586909,Vascular surgeon,humn,2010,19939608,19939608,,21004228,To which patients or groups is Procedures typically administered?,Pulmonary embolism,0.33161431550979614,0,Vascular surgeon
C0184661,Procedures,hlca,ADMINISTERED_TO,C1138603,Provider,humn,2010,20015149,20015149,,28681409,To which patients or groups is Procedures typically administered?,Pulmonary embolism,-0.029877085,0,Provider
C0184898,Surgical incisions,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19937376,19937376,,19900141,To which patients or groups is Surgical incisions typically administered?,Trauma patients,1,1,Patients
C0184899,Surgical exploration,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19911884,19911884,,23647092,To which patients or groups is Surgical exploration typically administered?,Abdominal aortic aneurysm,0.1425611823797226,0,Patients
C0184922,Incisional biopsy - action,diap,ADMINISTERED_TO,C0008059,Child,humn,2010,19968485,19968485,,2256198,To which patients or groups is Incisional biopsy - action typically administered?,Surgical patients,0.18035823106765747,0,Child
C0185373,Open reduction of fracture,topp,ADMINISTERED_TO,C0278626,Thoracic surgeon,humn,2010,20007637,20007637,,24465960,To which patients or groups is Open reduction of fracture typically administered?,Polytrauma patients,0.2531369924545288,0,Thoracic surgeon
C0190010,Fontan Procedure,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,23804813,23804813,,26835633,To which patients or groups is Fontan Procedure typically administered?,Tricuspid atresia,0.2322717010974884,0,Patients
C0190211,Coronary angioplasty,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19969283,19969283,,2939221,To which patients or groups is Coronary angioplasty typically administered?,Coronary artery disease,0.22728422284126282,0,Patients
C0190364,Aortoplasty,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19952015,19952015,,28148928,To which patients or groups is Aortoplasty typically administered?,Coarctation of the aorta,0.090883978,0,Patients
C0192867,Biopsy of colon,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19951264,19951264,,27784875,To which patients or groups is Biopsy of colon typically administered?,Colorectal cancer screening,0.14994555711746216,0,Patients
C0198373,Thoracoscopy and biopsy of intrathoracic organ,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,27755799,27755799,,16904164,To which patients or groups is Thoracoscopy and biopsy of intrathoracic organ typically administered?,Pleural disease,0.2874745726585388,0,Patients
C0199176,Prophylactic treatment,topp,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19943239,19943239,,23182825,To which species is Prophylactic treatment typically administered?,Rabies,0.15540499985218048,0,Mus
C0199176,Prophylactic treatment,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20001296,20001296,,20621881,To which patients or groups is Prophylactic treatment typically administered?,Pregnant women with a history of preterm labor,0.13396790623664856,0,Patients
C0199176,Prophylactic treatment,topp,ADMINISTERED_TO,C0043210,Woman,humn,2010,20013580,20013580,,27846503,To which patients or groups is Prophylactic treatment typically administered?,Pregnant women with a history of preterm labor,0.25569435954093933,0,Woman
C0199244,Prescription of prophylactic anti-malarial,topp,ADMINISTERED_TO,C0524647,Soldiers,humn,2010,19995933,19995933,,7116104,To which patients or groups is Prescription of prophylactic anti-malarial typically administered?,Travelers to endemic regions,0.11164835095405579,0,Soldiers
C0199470,Mechanical ventilation,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20007948,20007948,,24673902,To which patients or groups is Mechanical ventilation typically administered?,Acute respiratory failure,0.29065701365470886,0,Patients
C0199850,Examination of breast,diap,ADMINISTERED_TO,C0043210,Woman,humn,2010,19952761,19952761,,28490009,To which patients or groups is Examination of breast typically administered?,Female population,0.5302329063415527,0,Woman
C0199960,Transfusion - action,topp,ADMINISTERED_TO,C0021289,"Infant, Newborn",humn,2010,19914050,19914050,,25112518,To which patients or groups is Transfusion - action typically administered?,Hemophilia A,0.18187344074249268,0,"Infant, Newborn"
C0203123,Voiding urethrocystography,diap,ADMINISTERED_TO,C0021270,Infant,humn,2010,19921278,19921278,,29070707,To which patients or groups is Voiding urethrocystography typically administered?,Female patients with urinary incontinence,0.13534918427467346,0,Infant
C0203408,Echography of kidney,diap,ADMINISTERED_TO,C0021270,Infant,humn,2010,19921278,19921278,,29070707,To which patients or groups is Echography of kidney typically administered?,Renal transplant patients,0.19311131536960602,0,Infant
C0204523,Psychiatric therapeutic procedure,topp,ADMINISTERED_TO,C0008942,Clients,humn,2010,19908211,19908211,,21798257,To which patients or groups is Psychiatric therapeutic procedure typically administered?,Psychodynamic therapy,0.18994760513305664,0,Clients
C0205917,Renography,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,27628631,27628631,,8101634,To which patients or groups is Renography typically administered?,Kidney transplant recipients,0.33743757009506226,0,Patients
C0205968,Thorotrast,hops,ADMINISTERED_TO,C0030705,Patients,humn,2010,19917057,19917057,,26811158,To which patients or groups is Thorotrast typically administered?,Radiologists,0.49974632263183594,0,Patients
C0206056,Microdialysis,hlca,ADMINISTERED_TO,C0221192,Author,humn,2010,20014978,20014978,,28559153,To which patients or groups is Microdialysis typically administered?,Neurocritical care,0.042316396,0,Author
C0206373,Photopheresis,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19915634,19915634,,26023168,To which patients or groups is Photopheresis typically administered?,Cutaneous T-cell lymphoma,0.16802407801151276,0,Patients
C0209368,mycophenolate mofetil,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19937060,19937060,,19710684,To which patients or groups is mycophenolate mofetil typically administered?,Organ transplant recipients,0.38306093215942383,0,Patients
C0210657,pemetrexed,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,20004947,20004947,,22680057,To which patients or groups is pemetrexed typically administered?,Non-small cell lung cancer,0.079943977,0,Patients
C0215136,taxane,orch,ADMINISTERED_TO,C0043210,Woman,humn,2010,19997076,19997076,,18713579,To which patients or groups is taxane typically administered?,"Breast cancer, Non-small cell lung cancer",0.14848679304122925,0,Woman
C0220787,Endotracheal aspiration,hlca,ADMINISTERED_TO,C0680063,Offspring,humn,2010,19916739,19916739,,26631559,To which patients or groups is Endotracheal aspiration typically administered?,Critically ill patients,0.036632638424634933,0,Offspring
C0220908,Screening procedure,hlca,ADMINISTERED_TO,C0008059,Child,humn,2010,19946716,19946716,,25190025,To which patients or groups is Screening procedure typically administered?,"High-risk individuals, Family history, Age 50-75 years",0.13138732314109802,0,Child
C0220908,Screening procedure,hlca,ADMINISTERED_TO,C0335038,Reporter,humn,2010,20014104,20014104,,28122862,To which patients or groups is Screening procedure typically administered?,Asymptomatic individuals,0.086439326,0,Reporter
C0242402,Opioids,hops,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20008489,20008489,,25077298,To which species is Opioids typically administered?,Homo sapiens,0.1346503645181656,0,Mus
C0242603,Hematopoietic Stem Cell Transplantation,topp,ADMINISTERED_TO,C0008059,Child,humn,2010,20010866,20010866,,26193543,To which patients or groups is Hematopoietic Stem Cell Transplantation typically administered?,"Leukemia, Lymphoma, Multiple Myeloma",-0.001003554,0,Child
C0242603,Hematopoietic Stem Cell Transplantation,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19944463,19944463,,23860509,To which patients or groups is Hematopoietic Stem Cell Transplantation typically administered?,"Leukemia, Lymphoma, Multiple Myeloma",0.15636573731899261,0,Patients
C0242643|5243,P-Glycoprotein|ABCB1,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,20012942,20012942,,27443248,To which cell types is P-Glycoprotein|ABCB1 typically administered?,"None, it's a drug efflux transporter.",0.17247240245342255,0,Cells
C0242882,"Monitoring, Ambulatory",diap,ADMINISTERED_TO,C0008059,Child,humn,2010,19917781,19917781,,27299101,"To which patients or groups is Monitoring, Ambulatory typically administered?",Hypertension,0.12861217558383942,0,Child
C0242939,"Radiotherapy, Adjuvant",topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19953297,19953297,,28762589,"To which patients or groups is Radiotherapy, Adjuvant typically administered?",Stage I-III cancer patients,1,1,Patients
C0246421,letrozole,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19941160,19941160,,21960129,To which patients or groups is letrozole typically administered?,Postmenopausal women with hormone receptor-positive breast cancer,0.082660027,0,Patients
C0249989,FLT3 ligand,aapp,ADMINISTERED_TO,C0005955,Bone Marrow Cells,cell,2010,20015454,20015454,,28851679,To which cell types is FLT3 ligand typically administered?,Hematopoietic stem cells,0.7258884310722351,1,Bone Marrow Cells
C0249989,FLT3 ligand,aapp,ADMINISTERED_TO,C0333825,Lymphoplasmacytoid Cell,cell,2010,19941111,19941111,,21931567,To which cell types is FLT3 ligand typically administered?,Hematopoietic stem cells,0.44333362579345703,0,Lymphoplasmacytoid Cell
C0260247,x-ray spectroscopy,diap,ADMINISTERED_TO,C0376387,"Recipient, Transplant",humn,2010,19939504,19939504,,20950762,To which patients or groups is x-ray spectroscopy typically administered?,"None, it's a medical imaging technique",0.24855436384677887,0,"Recipient, Transplant"
C0262711,Leeching,topp,ADMINISTERED_TO,C0871685,Clinicians,humn,2010,19940254,19940254,,21497566,To which patients or groups is Leeching typically administered?,Revascularization after reattachment surgery,0.11471723765134811,0,Clinicians
C0278259,Local excision,topp,ADMINISTERED_TO,C0279538,Plastic surgeon,humn,2010,19914456,19914456,,25396439,To which patients or groups is Local excision typically administered?,Early-stage rectal cancer,0.14305181801319122,0,Plastic surgeon
C0282638,Antibiotic Prophylaxis,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20002732,20002732,,21436408,To which patients or groups is Antibiotic Prophylaxis typically administered?,"Neonates, immunocompromised individuals, and patients undergoing surgery",1,1,Patients
C0282641,Transgenes,aapp,ADMINISTERED_TO,C0029974,Ovum,cell,2010,19937345,19937345,,19872435,To which cell types is Transgenes typically administered?,Stem cells,0.15387848019599915,0,Ovum
C0282641,Transgenes,aapp,ADMINISTERED_TO,C0221284,Leptocyte,cell,2010,20014140,20014140,,28153228,To which cell types is Transgenes typically administered?,Stem cells,0.28618237376213074,0,Leptocyte
C0282641,Transgenes,aapp,ADMINISTERED_TO,C0596508,Embryonic Stem Cell,cell,2010,19937345,19937345,,19872435,To which cell types is Transgenes typically administered?,Stem cells,0.8469123840332031,1,Embryonic Stem Cell
C0282641,Transgenes,aapp,ADMINISTERED_TO,C0598536,follicular epithelial cell,cell,2010,19950223,19950223,,27228475,To which cell types is Transgenes typically administered?,Stem cells,0.41377541422843933,0,follicular epithelial cell
C0282682,"Antibodies, Blocking",aapp,ADMINISTERED_TO,C0225336,Endothelial Cells,cell,2010,19915176,19915176,,25828566,"To which cell types is Antibodies, Blocking typically administered?",T cells,0.3465961217880249,0,Endothelial Cells
C0288972,Basic Helix-Loop-Helix Transcription Factors,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19952854,19952854,,28520112,To which cell types is Basic Helix-Loop-Helix Transcription Factors typically administered?,T cells,1,1,Cells
C0299792,aripiprazole,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,24917435,24917435,,19493432,To which patients or groups is aripiprazole typically administered?,"Schizophrenia, Bipolar disorder",0.3377225995063782,0,Patients
C0302186,"Visit, by telephone",hlca,ADMINISTERED_TO,C0029921,Outpatients,humn,2010,24917439,24917439,,19499194,"To which patients or groups is Visit, by telephone typically administered?",Outpatients,1,1,Outpatients
C0302583,Iron,bacs,ADMINISTERED_TO,C0022539,KB Cells,cell,2010,19969347,19969347,,2993136,To which cell types is Iron typically administered?,Erythrocytes,0.28250792622566223,0,KB Cells
C0302837,Vitamin supplementation,phsu,ADMINISTERED_TO,C0008059,Child,humn,2010,19939992,19939992,,21251466,To which patients or groups is Vitamin supplementation typically administered?,Pregnant women,0.3136874735355377,0,Child
C0302918,Stable isotope,elii,ADMINISTERED_TO,C0679670,network,humn,2010,20015858,20015858,,29108672,To which patients or groups is Stable isotope typically administered?,Diabetic patients,0.095014982,0,network
C0304229,Experimental drug,phsu,ADMINISTERED_TO,C0030705,Patients,humn,2010,20007620,20007620,,24461866,To which patients or groups is Experimental drug typically administered?,Clinical trial participants,0.4967641234397888,0,Patients
C0338237,Antibiotic therapy,topp,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19949093,19949093,,26510630,To which species is Antibiotic therapy typically administered?,Bacteria,0.2629930078983307,0,Mus
C0351437,Oral supplement,phsu,ADMINISTERED_TO,C0008059,Child,humn,2010,19939196,19939196,,20780653,To which patients or groups is Oral supplement typically administered?,Pregnant women,0.3136874735355377,0,Child
C0354604,Oral anticoagulants,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,20001296,20001296,,20621527,To which patients or groups is Oral anticoagulants typically administered?,Atrial fibrillation,0.19631750881671906,0,Patients
C0358591,Proton Pump Inhibitors,phsu,ADMINISTERED_TO,C0030705,Patients,humn,2010,19904241,19904241,,19724914,To which patients or groups is Proton Pump Inhibitors typically administered?,Gastroesophageal reflux disease,0.27578410506248474,0,Patients
C0359299,sterile water,inch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19913060,19913060,,24455347,To which species is sterile water typically administered?,Humans,0.11729723960161209,0,Rattus norvegicus
C0368815,C ANTIBODY,aapp,ADMINISTERED_TO,C0598089,established cell line,cell,2010,20014298,20014298,,28231444,To which cell types is C ANTIBODY typically administered?,CD20+ B cells,0.46377861499786377,0,established cell line
C0376335,fMRI,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,20005675,20005675,,23187072,To which patients or groups is fMRI typically administered?,"Neurology, Psychiatry",0.447139174,0,Patients
C0376335,fMRI,diap,ADMINISTERED_TO,C0042960,Voluntary Workers,humn,2010,19907418,19907418,,21391530,To which patients or groups is fMRI typically administered?,"Neurology, Psychiatry",0.16573549807071686,0,Voluntary Workers
C0376335,fMRI,diap,ADMINISTERED_TO,C0237401,Individual,humn,2010,19948225,19948225,,25989073,To which patients or groups is fMRI typically administered?,Neurological patients,0.21157053112983704,0,Individual
C0376335,fMRI,diap,ADMINISTERED_TO,C0679646,Participant,humn,2010,19967439,19967439,,1495168,To which patients or groups is fMRI typically administered?,"Neurology, Psychiatry",0.1772589385509491,0,Participant
C0376518,Adoptive Transfer,topp,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20004699,20004699,,22522662,To which species is Adoptive Transfer typically administered?,T cells,0.13965052366256714,0,Mus
C0376518,Adoptive Transfer,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19919660,19919660,,28228558,To which patients or groups is Adoptive Transfer typically administered?,Severe combined immunodeficiency,0.2628932595252991,0,Patients
C0376541,Recombinant Erythropoietin,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,24855555,24855555,,21368732,To which cell types is Recombinant Erythropoietin typically administered?,Erythrocytes,0.5487605929374695,0,Cells
C0378248,Typhim VI,imft,ADMINISTERED_TO,C0679646,Participant,humn,2010,20003920,20003920,,22023752,To which patients or groups is Typhim VI typically administered?,Typhoid fever patients,0.15140068531036377,0,Participant
C0378910|634,Lymphocyte antigen CD66A|CEACAM1,aapp,ADMINISTERED_TO,C0014597,Epithelial Cells,cell,2010,19909740,19909740,,22516203,To which cell types is Lymphocyte antigen CD66A|CEACAM1 typically administered?,Neutrophils,0.2300928384065628,0,Epithelial Cells
C0380603,Fibroblast Growth Factor 2,aapp,ADMINISTERED_TO,C0034493,Oryctolagus cuniculus,mamm,2010,19918893,19918893,,27896111,To which species is Fibroblast Growth Factor 2 typically administered?,Hemangioma,0.32078617811203003,0,Oryctolagus cuniculus
C0382839,CD94 Antigen,aapp,ADMINISTERED_TO,C0022688,Natural Killer Cells,cell,2010,20008292,20008292,,24959701,To which cell types is CD94 Antigen typically administered?,Natural Killer cells,1,1,Natural Killer Cells
C0390645,bifenthrin,orch,ADMINISTERED_TO,C0034715,"Rats, Sprague-Dawley",mamm,2010,20009351,20009351,,25532768,To which species is bifenthrin typically administered?,Insecticides,0.293487549,0,"Rats, Sprague-Dawley"
C0392920,Chemotherapy-Oncologic Procedure,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20005052,20005052,,22747734,To which patients or groups is Chemotherapy-Oncologic Procedure typically administered?,Cancer patients,1,1,Patients
C0393022,rituximab,imft,ADMINISTERED_TO,C0030705,Patients,humn,2010,19940467,19940467,,21635514,To which patients or groups is rituximab typically administered?,"Rheumatoid arthritis, Non-Hodgkin lymphoma",0.17372457683086395,0,Patients
C0393080,voriconazole,orch,ADMINISTERED_TO,C0376387,"Recipient, Transplant",humn,2010,19966844,19966844,,976375,To which patients or groups is voriconazole typically administered?,Fungal infections,0.1051860973238945,0,"Recipient, Transplant"
C0394162,Deep Brain Stimulation,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19919661,19919661,,28227035,To which patients or groups is Deep Brain Stimulation typically administered?,"Parkinson's disease, Essential tremor, Dystonia, Obsessive-compulsive disorder",0.250439316,0,Patients
C0412675,MRI brain procedure,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,24148725,24148725,,22633116,To which patients or groups is MRI brain procedure typically administered?,Neurological disorders,0.37413299083709717,0,Patients
C0419104,Oral rehabilitation NOS,topp,ADMINISTERED_TO,C0001675,Adult,humn,2010,23739251,23739251,,26957206,To which patients or groups is Oral rehabilitation NOS typically administered?,Dental patients,0.25274211168289185,0,Adult
C0422202,Notifications NOS,hlca,ADMINISTERED_TO,C0030705,Patients,humn,2010,19914673,19914673,,25490607,To which patients or groups is Notifications NOS typically administered?,Neonates,0.2781633138656616,0,Patients
C0430022,diagnostic procedure,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,20015267,20015267,,28766020,To which patients or groups is diagnostic procedure typically administered?,Pulmonary embolism,0.26462075114250183,0,Patients
C0430501,Microscopic Angioscopy,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19907914,19907914,,21584832,To which patients or groups is Microscopic Angioscopy typically administered?,Dermatologists,0.46891042590141296,0,Patients
C0430561,Prick test,diap,ADMINISTERED_TO,C0020155,Human Volunteers,humn,2010,19917276,19917276,,26919184,To which patients or groups is Prick test typically administered?,Allergists,0.3345763683319092,0,Human Volunteers
C0441633,Scanning,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,20004582,20004582,,22429164,To which patients or groups is Scanning typically administered?,Pulmonary embolism,0.26462075114250183,0,Patients
C0441633,Scanning,diap,ADMINISTERED_TO,C0237401,Individual,humn,2010,19948225,19948225,,25989073,To which patients or groups is Scanning typically administered?,Pulmonary embolism,0.029364947229623795,0,Individual
C0442973,Ultrasonic guidance procedure,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19915901,19915901,,26199971,To which patients or groups is Ultrasonic guidance procedure typically administered?,Percutaneous procedures,0.3358185589313507,0,Patients
C0443640,Specific antibody,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19941115,19941115,,21934824,To which cell types is Specific antibody typically administered?,B cells,1,1,Cells
C0445115,Normal saline,inch,ADMINISTERED_TO,C0009932,Control Groups,humn,2010,23961094,23961094,,26260484,To which patients or groups is Normal saline typically administered?,Dehydrated patients,0.026664583012461662,0,Control Groups
C0451182,General health questionnaire,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19941334,19941334,,22067981,To which patients or groups is General health questionnaire typically administered?,Psychiatric patients,1,1,Patients
C0451306,Mini-mental state examination,diap,ADMINISTERED_TO,C0221192,Author,humn,2010,20012432,20012432,,27082055,To which patients or groups is Mini-mental state examination typically administered?,"Cognitive impairment, dementia",0.18291760981082916,0,Author
C0454105,Iodine 131 therapy,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19919958,19919958,,28377027,To which patients or groups is Iodine 131 therapy typically administered?,Thyroid carcinoma,0.20756523311138153,0,Patients
C0520484,Xenograft procedure,topp,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19946317,19946317,,24946323,To which species is Xenograft procedure typically administered?,"Non-human primates, Pigs, Rats",0.080674872,0,Mus
C0522095,Long chain fatty acid,bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,19913517,19913517,,24764987,To which cell types is Long chain fatty acid typically administered?,Adipocytes,0.3511865735054016,0,Cells
C0522536,Allografting,topp,ADMINISTERED_TO,C0025266,Male population group,humn,2010,20013588,20013588,,27855733,To which patients or groups is Allografting typically administered?,Organ transplant recipients,0.1337313950061798,0,Male population group
C0522536,Allografting,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20013588,20013588,,27855733,To which patients or groups is Allografting typically administered?,Organ transplant recipients,0.38306093215942383,0,Patients
C0522536,Allografting,topp,ADMINISTERED_TO,C0043210,Woman,humn,2010,20013588,20013588,,27855733,To which patients or groups is Allografting typically administered?,Organ transplant recipients,0.1147422343492508,0,Woman
C0522536,Allografting,topp,ADMINISTERED_TO,C0085112,SCID Mice,mamm,2010,19995919,19995919,,7102787,To which species is Allografting typically administered?,Homo sapiens,0.32393723726272583,0,SCID Mice
C0524865,Reconstructive Surgical Procedures,topp,ADMINISTERED_TO,C0015576,Family,humn,2010,19945992,19945992,,24759139,To which patients or groups is Reconstructive Surgical Procedures typically administered?,Trauma victims,0.29905375838279724,0,Family
C0524865,Reconstructive Surgical Procedures,topp,ADMINISTERED_TO,C0037047,sibling,famg,2010,19945992,19945992,,24759139,To which medical entities is Reconstructive Surgical Procedures typically administered?,"Trauma, Congenital defects, Tumors",0.16748495399951935,0,sibling
C0524865,Reconstructive Surgical Procedures,topp,ADMINISTERED_TO,C1257890,Population Group,humn,2010,19918986,19918986,,27955254,To which patients or groups is Reconstructive Surgical Procedures typically administered?,Trauma victims,0.1257491111755371,0,Population Group
C0526999,anaphase-promoting complex,aapp,ADMINISTERED_TO,C0027882,Neurons,cell,2010,19918205,19918205,,27502206,To which cell types is anaphase-promoting complex typically administered?,Cancer cells,0.3105223476886749,0,Neurons
C0527316,donepezil,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19969381,19969381,,3031472,To which patients or groups is donepezil typically administered?,Alzheimer's disease,0.3165273368358612,0,Patients
C0527316,donepezil,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19949913,19949913,,27010941,To which species is donepezil typically administered?,Homo sapiens,0.1936052441596985,0,Rattus norvegicus
C0529085,GKLF protein,bacs,ADMINISTERED_TO,C0679670,network,humn,2010,19968965,19968965,,2655037,To which patients or groups is GKLF protein typically administered?,Diabetic patients,0.095014982,0,network
C0534628,Endostatins,phsu,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19951460,19951460,,27870878,To which species is Endostatins typically administered?,Humans,0.23739033937454224,0,Mus
C0537439,enfuvirtide,imft,ADMINISTERED_TO,C0030705,Patients,humn,2010,20001856,20001856,,20907180,To which patients or groups is enfuvirtide typically administered?,HIV-1 infected patients,1,1,Patients
C0539266,sigma-1 receptor,rcpt,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19940104,19940104,,21368250,To which species is sigma-1 receptor typically administered?,Mammals,0.37982285022735596,0,Rattus norvegicus
C0541315,everolimus,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19951264,19951264,,27785188,To which patients or groups is everolimus typically administered?,Organ transplant recipients,0.38306093215942383,0,Patients
C0541653,Chart evaluation by healthcare professional,hlca,ADMINISTERED_TO,C0030705,Patients,humn,2010,19941345,19941345,,22080319,To which patients or groups is Chart evaluation by healthcare professional typically administered?,Pediatric patients,1,1,Patients
C0541661,Preventive Services - Orthodontics,topp,ADMINISTERED_TO,C0008942,Clients,humn,2010,23898960,23898960,,26771944,To which patients or groups is Preventive Services - Orthodontics typically administered?,Pediatric patients,0.20818427205085754,0,Clients
C0541661,Preventive Services - Orthodontics,topp,ADMINISTERED_TO,C0237401,Individual,humn,2010,19910351,19910351,,22853346,To which patients or groups is Preventive Services - Orthodontics typically administered?,Pediatric patients,0.21905377507209778,0,Individual
C0543467,Operative Surgical Procedures,topp,ADMINISTERED_TO,C0001792,Elderly,aggp,2010,27628773,27628773,,8161667,To which medical entities is Operative Surgical Procedures typically administered?,Trauma,0.18749427795410156,0,Elderly
C0543467,Operative Surgical Procedures,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19969462,19969462,,3091843,To which patients or groups is Operative Surgical Procedures typically administered?,Surgical patients,1,1,Patients
C0543467,Operative Surgical Procedures,topp,ADMINISTERED_TO,C1257890,Population Group,humn,2010,27628773,27628773,,8161667,To which patients or groups is Operative Surgical Procedures typically administered?,Surgical patients,0.14555947482585907,0,Population Group
C0549176,Spinal Cord transection procedure,topp,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,20006680,20006680,,23815573,To which species is Spinal Cord transection procedure typically administered?,Rodents,0.42777135968208313,0,Rattus norvegicus
C0553794,Diagnostic spinal puncture,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19921301,19921301,,29085398,To which patients or groups is Diagnostic spinal puncture typically administered?,"Suspected meningitis, subarachnoid hemorrhage",0.1889549046754837,0,Patients
C0558252,Emergency contraception,topp,ADMINISTERED_TO,C0043210,Woman,humn,2010,20012702,20012702,,27284026,To which patients or groups is Emergency contraception typically administered?,Unintended pregnancy,0.2344805896282196,0,Woman
C0574032,Infusion procedures,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,23804885,23804885,,26869384,To which patients or groups is Infusion procedures typically administered?,Hemodialysis patients,1,1,Patients
C0574032,Infusion procedures,topp,ADMINISTERED_TO,C0034715,"Rats, Sprague-Dawley",mamm,2010,20005883,20005883,,23323188,To which species is Infusion procedures typically administered?,Humans,0.26187723875045776,0,"Rats, Sprague-Dawley"
C0578399,Quaternary Ammonium Compounds,orch,ADMINISTERED_TO,C0007634,Cells,cell,2010,19937490,19937490,,19968996,To which cell types is Quaternary Ammonium Compounds typically administered?,Gastrointestinal flora,0.1338701993227005,0,Cells
C0585179,Roux-en-Y gastrojejunostomy,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19903194,19903194,,19144773,To which patients or groups is Roux-en-Y gastrojejunostomy typically administered?,Morbid obesity,0.22004468739032745,0,Patients
C0588202,Drug addiction therapy - methadone,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,24062619,24062619,,28852071,To which patients or groups is Drug addiction therapy - methadone typically administered?,Opioid use disorder,0.33644744753837585,0,Patients
C0596473,Early Diagnosis,diap,ADMINISTERED_TO,C0021270,Infant,humn,2010,19907360,19907360,,21364377,To which patients or groups is Early Diagnosis typically administered?,Neonates,0.5547952055931091,0,Infant
C0596577,Flavonoids,orch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20013318,20013318,,27703258,To which species is Flavonoids typically administered?,Humans,0.23739033937454224,0,Mus
C0597094,nuclease,aapp,ADMINISTERED_TO,C0015161,Eukaryotic Cell,cell,2010,19952142,19952142,,28208613,To which cell types is nuclease typically administered?,T cells,0.4650251865386963,0,Eukaryotic Cell
C0597329,Pyrethroids,hops,ADMINISTERED_TO,C0034715,"Rats, Sprague-Dawley",mamm,2010,20009351,20009351,,25532768,To which species is Pyrethroids typically administered?,Insects,0.3325859308242798,0,"Rats, Sprague-Dawley"
C0597357,receptor,aapp,ADMINISTERED_TO,C0431085,[M]Unspecified tumor cell NOS,cell,2010,19942441,19942441,,22714250,To which cell types is receptor typically administered?,Macrophages,0.23968951404094696,0,[M]Unspecified tumor cell NOS
