subject_cui,subject_name,subject_semtype,predicate,object_cui,object_name,object_semtype,first_year,first_pmid,citation_pmid,first_issn,first_sentence_id
C0085532,Coronary angiography,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19937122,19937122,,19752355
C0085532,Coronary angiography,diap,ADMINISTERED_TO,C0043210,Woman,humn,2010,19914881,19914881,,25606668
C0085533,"Chemotherapy, Adjuvant",topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19968660,19968660,,2398501
C0085704,Exploratory laparotomy,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19936662,19936662,,19474553
C0086190,Illicit Drugs,hops,ADMINISTERED_TO,C0043210,Woman,humn,2010,19939863,19939863,,21150622
C0086511,"Arthroplasty, Replacement, Knee",topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19945880,19945880,,24691282
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0001675,Adult,humn,2010,19951142,19951142,,27723720
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0007452,Cattle,mamm,2010,19906145,19906145,,20605383
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0008059,Child,humn,2010,19951814,19951814,,28044565
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0021562,inpatient,humn,2010,23180895,23180895,,21481432
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20004700,20004700,,22523404
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0027361,Persons,humn,2010,27755791,27755791,,16901763
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0030551,parent,humn,2010,20013046,20013046,,27521670
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,27721359,27721359,,1264409
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0043210,Woman,humn,2010,23148160,23148160,,21093710
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0086287,Females,humn,2010,24600260,24600260,,23378280
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0086582,Males,popg,2010,24600260,24600260,,23378280
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0162416,"Mouse, Swiss",mamm,2010,19911167,19911167,,23312701
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0205653,Adolescent,humn,2010,19942238,19942238,,22592128
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0259990,Oncologist,humn,2010,19944536,19944536,,23898766
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0282122,Respondents,humn,2010,23960485,23960485,,25902990
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0679646,Participant,humn,2010,19969381,19969381,,3029945
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0680085,young adulthood,humn,2010,19944751,19944751,,24061538
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C0871489,Teams,humn,2010,27744801,27744801,,12873675
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C1257890,Population Group,humn,2010,23350161,23350161,,25818906
C0087111,Therapeutic procedure,topp,ADMINISTERED_TO,C1516213,Cancer Patient,humn,2010,20010555,20010555,,26079232
C0105326,Bayluscide,hops,ADMINISTERED_TO,C0037378,Snails,invt,2010,20013638,20013638,,27887093
C0105326,Bayluscide,hops,ADMINISTERED_TO,C0323863,Biomphalaria glabrata,invt,2010,20013638,20013638,,27887093
C0115471,Ecstasy - drug,hops,ADMINISTERED_TO,C0003062,Animals,anim,2010,20002021,20002021,,21020867
C0115471,Ecstasy - drug,hops,ADMINISTERED_TO,C0034716,"Rats, Wistar",mamm,2010,19998482,19998482,,19404146
C0115471,Ecstasy - drug,hops,ADMINISTERED_TO,C0086287,Females,humn,2010,20008456,20008456,,25057825
C0117996,Fluticasone propionate,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,23282900,23282900,,24910460
C0118022,fMet-Leu-Phe receptor,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19903830,19903830,,19548260
C0118022,fMet-Leu-Phe receptor,aapp,ADMINISTERED_TO,C0282549,HL-60 Cells,cell,2010,19903830,19903830,,19548880
C0120285,Green Fluorescent Proteins,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,20006743,20006743,,23875390
C0120285,Green Fluorescent Proteins,aapp,ADMINISTERED_TO,C0598613,HTC cell,cell,2010,23119141,23119141,,22269935
C0120370|2922,GRP75|GRP,aapp,ADMINISTERED_TO,C0227525,Hepatocyte,cell,2010,24031525,24031525,,29076179
C0120372|7184,GRP94|HSP90B1,aapp,ADMINISTERED_TO,C0242697,Muscle Fibers,cell,2010,19914304,19914304,,25286030
C0123759,Interleukin-12,aapp,ADMINISTERED_TO,C0039194,T-Lymphocyte,cell,2010,19952957,19952957,,28589842
C0127615,mesalamine,phsu,ADMINISTERED_TO,C0030705,Patients,humn,2010,19951264,19951264,,27785006
C0128666,ML 7,orch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19940258,19940258,,21500300
C0132260,neuropathy target esterase,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19914363,19914363,,25339856
C0162326,DNA Sequence,nusq,ADMINISTERED_TO,C0029235,Organism,orgm,2010,23766086,23766086,,24184438
C0162428,"Nephrolithotomy, Percutaneous",topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19940989,19940989,,21845131
C0162522,"Cholecystectomy, Laparoscopic",topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19904536,19904536,,19867835
C0162578,Thrombectomy,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19937007,19937007,,19666703
C0162647,Teleradiology,hlca,ADMINISTERED_TO,C0260194,radiologist,humn,2010,19914789,19914789,,25556150
C0162745,COLLAGENASE,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19997869,19997869,,19126407
C0162745,COLLAGENASE,aapp,ADMINISTERED_TO,C0011306,Dendritic Cells,cell,2010,19941115,19941115,,21934568
C0162745,COLLAGENASE,aapp,ADMINISTERED_TO,C0680398,secondary group,humn,2010,24148684,24148684,,22601471
C0163159,sulforafan,orch,ADMINISTERED_TO,C0034715,"Rats, Sprague-Dawley",mamm,2010,19948220,19948220,,25982382
C0164273,CP20,orch,ADMINISTERED_TO,C0227525,Hepatocyte,cell,2010,19997770,19997770,,19070349
C0171023,olanzapine,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19909229,19909229,,22234878
C0172596,ethofenprox,orch,ADMINISTERED_TO,C0034715,"Rats, Sprague-Dawley",mamm,2010,20009351,20009351,,25532768
C0175090,Flexor,orch,ADMINISTERED_TO,C0679646,Participant,humn,2010,20013463,20013463,,27796011
C0175964,Trichlorophenol,orch,ADMINISTERED_TO,C0007634,Cells,cell,2010,19937267,19937267,,19832894
C0184647,Mental health treatment,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,24917234,24917234,,19370860
C0184661,Procedures,hlca,ADMINISTERED_TO,C0025106,Medical Staff,humn,2010,20005070,20005070,,22761592
C0184661,Procedures,hlca,ADMINISTERED_TO,C0030705,Patients,humn,2010,19937028,19937028,,19685603
C0184661,Procedures,hlca,ADMINISTERED_TO,C0260194,radiologist,humn,2010,19908085,19908085,,21695653
C0184661,Procedures,hlca,ADMINISTERED_TO,C0586909,Vascular surgeon,humn,2010,19939608,19939608,,21004228
C0184661,Procedures,hlca,ADMINISTERED_TO,C1138603,Provider,humn,2010,20015149,20015149,,28681409
C0184898,Surgical incisions,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19937376,19937376,,19900141
C0184899,Surgical exploration,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19911884,19911884,,23647092
C0184922,Incisional biopsy - action,diap,ADMINISTERED_TO,C0008059,Child,humn,2010,19968485,19968485,,2256198
C0185373,Open reduction of fracture,topp,ADMINISTERED_TO,C0278626,Thoracic surgeon,humn,2010,20007637,20007637,,24465960
C0190010,Fontan Procedure,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,23804813,23804813,,26835633
C0190211,Coronary angioplasty,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19969283,19969283,,2939221
C0190364,Aortoplasty,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19952015,19952015,,28148928
C0192867,Biopsy of colon,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19951264,19951264,,27784875
C0198373,Thoracoscopy and biopsy of intrathoracic organ,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,27755799,27755799,,16904164
C0199176,Prophylactic treatment,topp,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19943239,19943239,,23182825
C0199176,Prophylactic treatment,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20001296,20001296,,20621881
C0199176,Prophylactic treatment,topp,ADMINISTERED_TO,C0043210,Woman,humn,2010,20013580,20013580,,27846503
C0199244,Prescription of prophylactic anti-malarial,topp,ADMINISTERED_TO,C0524647,Soldiers,humn,2010,19995933,19995933,,7116104
C0199470,Mechanical ventilation,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20007948,20007948,,24673902
C0199850,Examination of breast,diap,ADMINISTERED_TO,C0043210,Woman,humn,2010,19952761,19952761,,28490009
C0199960,Transfusion - action,topp,ADMINISTERED_TO,C0021289,"Infant, Newborn",humn,2010,19914050,19914050,,25112518
C0203123,Voiding urethrocystography,diap,ADMINISTERED_TO,C0021270,Infant,humn,2010,19921278,19921278,,29070707
C0203408,Echography of kidney,diap,ADMINISTERED_TO,C0021270,Infant,humn,2010,19921278,19921278,,29070707
C0204523,Psychiatric therapeutic procedure,topp,ADMINISTERED_TO,C0008942,Clients,humn,2010,19908211,19908211,,21798257
C0205917,Renography,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,27628631,27628631,,8101634
C0205968,Thorotrast,hops,ADMINISTERED_TO,C0030705,Patients,humn,2010,19917057,19917057,,26811158
C0206056,Microdialysis,hlca,ADMINISTERED_TO,C0221192,Author,humn,2010,20014978,20014978,,28559153
C0206373,Photopheresis,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19915634,19915634,,26023168
C0209368,mycophenolate mofetil,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19937060,19937060,,19710684
C0210657,pemetrexed,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,20004947,20004947,,22680057
C0215136,taxane,orch,ADMINISTERED_TO,C0043210,Woman,humn,2010,19997076,19997076,,18713579
C0220787,Endotracheal aspiration,hlca,ADMINISTERED_TO,C0680063,Offspring,humn,2010,19916739,19916739,,26631559
C0220908,Screening procedure,hlca,ADMINISTERED_TO,C0008059,Child,humn,2010,19946716,19946716,,25190025
C0220908,Screening procedure,hlca,ADMINISTERED_TO,C0335038,Reporter,humn,2010,20014104,20014104,,28122862
C0242402,Opioids,hops,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20008489,20008489,,25077298
C0242603,Hematopoietic Stem Cell Transplantation,topp,ADMINISTERED_TO,C0008059,Child,humn,2010,20010866,20010866,,26193543
C0242603,Hematopoietic Stem Cell Transplantation,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19944463,19944463,,23860509
C0242643|5243,P-Glycoprotein|ABCB1,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,20012942,20012942,,27443248
C0242882,"Monitoring, Ambulatory",diap,ADMINISTERED_TO,C0008059,Child,humn,2010,19917781,19917781,,27299101
C0242939,"Radiotherapy, Adjuvant",topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19953297,19953297,,28762589
C0246421,letrozole,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19941160,19941160,,21960129
C0249989,FLT3 ligand,aapp,ADMINISTERED_TO,C0005955,Bone Marrow Cells,cell,2010,20015454,20015454,,28851679
C0249989,FLT3 ligand,aapp,ADMINISTERED_TO,C0333825,Lymphoplasmacytoid Cell,cell,2010,19941111,19941111,,21931567
C0260247,x-ray spectroscopy,diap,ADMINISTERED_TO,C0376387,"Recipient, Transplant",humn,2010,19939504,19939504,,20950762
C0262711,Leeching,topp,ADMINISTERED_TO,C0871685,Clinicians,humn,2010,19940254,19940254,,21497566
C0278259,Local excision,topp,ADMINISTERED_TO,C0279538,Plastic surgeon,humn,2010,19914456,19914456,,25396439
C0282638,Antibiotic Prophylaxis,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20002732,20002732,,21436408
C0282641,Transgenes,aapp,ADMINISTERED_TO,C0029974,Ovum,cell,2010,19937345,19937345,,19872435
C0282641,Transgenes,aapp,ADMINISTERED_TO,C0221284,Leptocyte,cell,2010,20014140,20014140,,28153228
C0282641,Transgenes,aapp,ADMINISTERED_TO,C0596508,Embryonic Stem Cell,cell,2010,19937345,19937345,,19872435
C0282641,Transgenes,aapp,ADMINISTERED_TO,C0598536,follicular epithelial cell,cell,2010,19950223,19950223,,27228475
C0282682,"Antibodies, Blocking",aapp,ADMINISTERED_TO,C0225336,Endothelial Cells,cell,2010,19915176,19915176,,25828566
C0288972,Basic Helix-Loop-Helix Transcription Factors,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19952854,19952854,,28520112
C0299792,aripiprazole,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,24917435,24917435,,19493432
C0302186,"Visit, by telephone",hlca,ADMINISTERED_TO,C0029921,Outpatients,humn,2010,24917439,24917439,,19499194
C0302583,Iron,bacs,ADMINISTERED_TO,C0022539,KB Cells,cell,2010,19969347,19969347,,2993136
C0302837,Vitamin supplementation,phsu,ADMINISTERED_TO,C0008059,Child,humn,2010,19939992,19939992,,21251466
C0302918,Stable isotope,elii,ADMINISTERED_TO,C0679670,network,humn,2010,20015858,20015858,,29108672
C0304229,Experimental drug,phsu,ADMINISTERED_TO,C0030705,Patients,humn,2010,20007620,20007620,,24461866
C0338237,Antibiotic therapy,topp,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19949093,19949093,,26510630
C0351437,Oral supplement,phsu,ADMINISTERED_TO,C0008059,Child,humn,2010,19939196,19939196,,20780653
C0354604,Oral anticoagulants,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,20001296,20001296,,20621527
C0358591,Proton Pump Inhibitors,phsu,ADMINISTERED_TO,C0030705,Patients,humn,2010,19904241,19904241,,19724914
C0359299,sterile water,inch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19913060,19913060,,24455347
C0368815,C ANTIBODY,aapp,ADMINISTERED_TO,C0598089,established cell line,cell,2010,20014298,20014298,,28231444
C0376335,fMRI,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,20005675,20005675,,23187072
C0376335,fMRI,diap,ADMINISTERED_TO,C0042960,Voluntary Workers,humn,2010,19907418,19907418,,21391530
C0376335,fMRI,diap,ADMINISTERED_TO,C0237401,Individual,humn,2010,19948225,19948225,,25989073
C0376335,fMRI,diap,ADMINISTERED_TO,C0679646,Participant,humn,2010,19967439,19967439,,1495168
C0376518,Adoptive Transfer,topp,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20004699,20004699,,22522662
C0376518,Adoptive Transfer,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19919660,19919660,,28228558
C0376541,Recombinant Erythropoietin,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,24855555,24855555,,21368732
C0378248,Typhim VI,imft,ADMINISTERED_TO,C0679646,Participant,humn,2010,20003920,20003920,,22023752
C0378910|634,Lymphocyte antigen CD66A|CEACAM1,aapp,ADMINISTERED_TO,C0014597,Epithelial Cells,cell,2010,19909740,19909740,,22516203
C0380603,Fibroblast Growth Factor 2,aapp,ADMINISTERED_TO,C0034493,Oryctolagus cuniculus,mamm,2010,19918893,19918893,,27896111
C0382839,CD94 Antigen,aapp,ADMINISTERED_TO,C0022688,Natural Killer Cells,cell,2010,20008292,20008292,,24959701
C0390645,bifenthrin,orch,ADMINISTERED_TO,C0034715,"Rats, Sprague-Dawley",mamm,2010,20009351,20009351,,25532768
C0392920,Chemotherapy-Oncologic Procedure,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20005052,20005052,,22747734
C0393022,rituximab,imft,ADMINISTERED_TO,C0030705,Patients,humn,2010,19940467,19940467,,21635514
C0393080,voriconazole,orch,ADMINISTERED_TO,C0376387,"Recipient, Transplant",humn,2010,19966844,19966844,,976375
C0394162,Deep Brain Stimulation,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19919661,19919661,,28227035
C0412675,MRI brain procedure,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,24148725,24148725,,22633116
C0419104,Oral rehabilitation NOS,topp,ADMINISTERED_TO,C0001675,Adult,humn,2010,23739251,23739251,,26957206
C0422202,Notifications NOS,hlca,ADMINISTERED_TO,C0030705,Patients,humn,2010,19914673,19914673,,25490607
C0430022,diagnostic procedure,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,20015267,20015267,,28766020
C0430501,Microscopic Angioscopy,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19907914,19907914,,21584832
C0430561,Prick test,diap,ADMINISTERED_TO,C0020155,Human Volunteers,humn,2010,19917276,19917276,,26919184
C0441633,Scanning,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,20004582,20004582,,22429164
C0441633,Scanning,diap,ADMINISTERED_TO,C0237401,Individual,humn,2010,19948225,19948225,,25989073
C0442973,Ultrasonic guidance procedure,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19915901,19915901,,26199971
C0443640,Specific antibody,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19941115,19941115,,21934824
C0445115,Normal saline,inch,ADMINISTERED_TO,C0009932,Control Groups,humn,2010,23961094,23961094,,26260484
C0451182,General health questionnaire,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19941334,19941334,,22067981
C0451306,Mini-mental state examination,diap,ADMINISTERED_TO,C0221192,Author,humn,2010,20012432,20012432,,27082055
C0454105,Iodine 131 therapy,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19919958,19919958,,28377027
C0520484,Xenograft procedure,topp,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19946317,19946317,,24946323
C0522095,Long chain fatty acid,bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,19913517,19913517,,24764987
C0522536,Allografting,topp,ADMINISTERED_TO,C0025266,Male population group,humn,2010,20013588,20013588,,27855733
C0522536,Allografting,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20013588,20013588,,27855733
C0522536,Allografting,topp,ADMINISTERED_TO,C0043210,Woman,humn,2010,20013588,20013588,,27855733
C0522536,Allografting,topp,ADMINISTERED_TO,C0085112,SCID Mice,mamm,2010,19995919,19995919,,7102787
C0524865,Reconstructive Surgical Procedures,topp,ADMINISTERED_TO,C0015576,Family,humn,2010,19945992,19945992,,24759139
C0524865,Reconstructive Surgical Procedures,topp,ADMINISTERED_TO,C0037047,sibling,famg,2010,19945992,19945992,,24759139
C0524865,Reconstructive Surgical Procedures,topp,ADMINISTERED_TO,C1257890,Population Group,humn,2010,19918986,19918986,,27955254
C0526999,anaphase-promoting complex,aapp,ADMINISTERED_TO,C0027882,Neurons,cell,2010,19918205,19918205,,27502206
C0527316,donepezil,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19969381,19969381,,3031472
C0527316,donepezil,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19949913,19949913,,27010941
C0529085,GKLF protein,bacs,ADMINISTERED_TO,C0679670,network,humn,2010,19968965,19968965,,2655037
C0534628,Endostatins,phsu,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19951460,19951460,,27870878
C0537439,enfuvirtide,imft,ADMINISTERED_TO,C0030705,Patients,humn,2010,20001856,20001856,,20907180
C0539266,sigma-1 receptor,rcpt,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19940104,19940104,,21368250
C0541315,everolimus,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19951264,19951264,,27785188
C0541653,Chart evaluation by healthcare professional,hlca,ADMINISTERED_TO,C0030705,Patients,humn,2010,19941345,19941345,,22080319
C0541661,Preventive Services - Orthodontics,topp,ADMINISTERED_TO,C0008942,Clients,humn,2010,23898960,23898960,,26771944
C0541661,Preventive Services - Orthodontics,topp,ADMINISTERED_TO,C0237401,Individual,humn,2010,19910351,19910351,,22853346
C0543467,Operative Surgical Procedures,topp,ADMINISTERED_TO,C0001792,Elderly,aggp,2010,27628773,27628773,,8161667
C0543467,Operative Surgical Procedures,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19969462,19969462,,3091843
C0543467,Operative Surgical Procedures,topp,ADMINISTERED_TO,C1257890,Population Group,humn,2010,27628773,27628773,,8161667
C0549176,Spinal Cord transection procedure,topp,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,20006680,20006680,,23815573
C0553794,Diagnostic spinal puncture,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19921301,19921301,,29085398
C0558252,Emergency contraception,topp,ADMINISTERED_TO,C0043210,Woman,humn,2010,20012702,20012702,,27284026
C0574032,Infusion procedures,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,23804885,23804885,,26869384
C0574032,Infusion procedures,topp,ADMINISTERED_TO,C0034715,"Rats, Sprague-Dawley",mamm,2010,20005883,20005883,,23323188
C0578399,Quaternary Ammonium Compounds,orch,ADMINISTERED_TO,C0007634,Cells,cell,2010,19937490,19937490,,19968996
C0585179,Roux-en-Y gastrojejunostomy,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19903194,19903194,,19144773
C0588202,Drug addiction therapy - methadone,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,24062619,24062619,,28852071
C0596473,Early Diagnosis,diap,ADMINISTERED_TO,C0021270,Infant,humn,2010,19907360,19907360,,21364377
C0596577,Flavonoids,orch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20013318,20013318,,27703258
C0597094,nuclease,aapp,ADMINISTERED_TO,C0015161,Eukaryotic Cell,cell,2010,19952142,19952142,,28208613
C0597329,Pyrethroids,hops,ADMINISTERED_TO,C0034715,"Rats, Sprague-Dawley",mamm,2010,20009351,20009351,,25532768
C0597357,receptor,aapp,ADMINISTERED_TO,C0431085,[M]Unspecified tumor cell NOS,cell,2010,19942441,19942441,,22714250
C0599482,antrectomy,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19903194,19903194,,19144773
C0599933|5970|6857|64689|65125,p65|RELA|SYT1|GORASP1|WNK1,aapp,ADMINISTERED_TO,C0038250,Stem cells,cell,2010,20014279,20014279,,28215931
C0599964|652,BMP4|BMP4,aapp,ADMINISTERED_TO,C0882849,CD34+ cell,cell,2010,19950207,19950207,,27213387
C0600558,Neoadjuvant Therapy,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20002658,20002658,,21396391
C0633084,Plavix,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,24148541,24148541,,22496408
C0647210,monooxyethylene trimethylolpropane tristearate,lipd,ADMINISTERED_TO,C1441322,VIABLE CELLS,cell,2010,19916819,19916819,,26668099
C0647210,monooxyethylene trimethylolpropane tristearate,lipd,ADMINISTERED_TO,C1512505,Breast Cancer Cell,cell,2010,19936915,19936915,,19603963
C0666364,TRANCE protein,bacs,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19950012,19950012,,27085771
C0666743,infliximab,imft,ADMINISTERED_TO,C0043210,Woman,humn,2010,19940453,19940453,,21625524
C0667301,Y 27632,orch,ADMINISTERED_TO,C0014597,Epithelial Cells,cell,2010,19912046,19912046,,23689744
C0669372|4843,"NOS2A protein, human|NOS2",aapp,ADMINISTERED_TO,C0553257,Renal Cell,cell,2010,20006572,20006572,,23715637
C0677850,adjuvant therapy,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19921233,19921233,,29035383
C0683174,topical application,topp,ADMINISTERED_TO,C0035173,Research Personnel,humn,2010,19939706,19939706,,21065770
C0694888|5728,PTEN gene|PTEN,aapp,ADMINISTERED_TO,C0038250,Stem cells,cell,2010,20004652,20004652,,22473393
C0699700,Depo-Provera,phsu,ADMINISTERED_TO,C0043210,Woman,humn,2010,19906824,19906824,,21009719
C0699749,disease stage,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,24281100,24281100,,22559031
C0699918,Elastases,enzy,ADMINISTERED_TO,C0034493,Oryctolagus cuniculus,mamm,2010,24148684,24148684,,22601471
C0699918,Elastases,enzy,ADMINISTERED_TO,C0680398,secondary group,humn,2010,24148684,24148684,,22601471
C0700431,Cardiac rehabilitation,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19952757,19952757,,28488684
C0701195,DDAVP,aapp,ADMINISTERED_TO,C0034694,"Rats, Brattleboro",mamm,2010,20007345,20007345,,24203936
C0719187,Cataflam,orch,ADMINISTERED_TO,C0003062,Animals,anim,2010,19937640,19937640,,20059721
C0724693,Sildenafil citrate,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19945540,19945540,,24518144
C0728940,Excision,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19937164,19937164,,19780268
C0728940,Excision,topp,ADMINISTERED_TO,C0582175,Surgeon,humn,2010,19945988,19945988,,24756027
C0750430,WORK UP,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19918770,19918770,,27835733
C0751962,Xenodiagnosis,diap,ADMINISTERED_TO,C0001675,Adult,humn,2010,19995919,19995919,,7102787
C0752046,Single Nucleotide Polymorphism,nusq,ADMINISTERED_TO,C0007452,Cattle,mamm,2010,20003856,20003856,,21984821
C0752046,Single Nucleotide Polymorphism,nusq,ADMINISTERED_TO,C0030705,Patients,humn,2010,19914334,19914334,,25314951
C0752345,High-Density Polyethylene,orch,ADMINISTERED_TO,C0206427,Rod Photoreceptors,cell,2010,19945928,19945928,,24723198
C0755562,U 0126,orch,ADMINISTERED_TO,C0007634,Cells,cell,2010,23119142,23119142,,22272623
C0765796,glucose-mannose-glucose,carb,ADMINISTERED_TO,C0030705,Patients,humn,2010,19918767,19918767,,27833781
C0769544,oil fly ash,orch,ADMINISTERED_TO,C0024432,macrophage,cell,2010,19941295,19941295,,22044021
C0796344,genetic analysis,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,23926372,23926372,,24214023
C0796679,Chemoembolisation,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19908093,19908093,,21707380
C0796693,Sentinel Lymph Node Biopsy,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19913418,19913418,,24693429
C0814409,resistance education,topp,ADMINISTERED_TO,C0086287,Females,humn,2010,20012448,20012448,,27094749
C0850168,Laser treatment,topp,ADMINISTERED_TO,C0034493,Oryctolagus cuniculus,mamm,2010,19912560,19912560,,23961832
C0850292,Radiofrequency ablation,topp,ADMINISTERED_TO,C0260194,radiologist,humn,2010,20007068,20007068,,24052053
C0851027,Medical exam,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19997070,19997070,,18703715
C0857127,Induction,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19939852,19939852,,21142294
C0870300,Assessment: Cognition,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19995837,19995837,,7037013
C0870883,Metabolites,bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,20014793,20014793,,28456649
C0874161,Oseltamivir,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,20013322,20013322,,27708823
C0883073,FOOT AND MOUTH DISEASE VIRUS RIBONUCLEIC ACID,bacs,ADMINISTERED_TO,C0039005,Family suidae,mamm,2010,20005905,20005905,,23343428
C0887947,"Antiretroviral Therapy, Highly Active",topp,ADMINISTERED_TO,C0021270,Infant,humn,2010,19952057,19952057,,28160004
