subject_cui,subject_name,subject_semtype,predicate,object_cui,object_name,object_semtype,first_year,first_pmid,citation_pmid,first_issn,first_sentence_id,Questions
C0596988,Mutant,comd,PRODUCES,C0017861,Glycerol,bacs,2010,19902282,19902282,,18660497,"In a biomedical context, what is the relationship between Mutant and active substances via PRODUCES?"
C1260229,Cellulases,gngm,PRODUCES,C0017725,Glucose,bacs,2010,19902281,19902281,,18659703,"In a biomedical context, what is the relationship between Cellulases and active substances via PRODUCES?"
C0003695,Arachidonic Acid,eico,STIMULATES,C0031671,Phospholipase,gngm,2010,18982003,18982003,,121354862,Which genes does Arachidonic Acid stimulate?
C0011777,Dexamethasone,phsu,STIMULATES,C0596902,Membrane Transport Proteins,gngm,2010,27721355,27721355,,1256813,Which genes does Dexamethasone stimulate?
C0012929,"DNA, Mitochondrial",bacs,STIMULATES,C1456380|1432,"MAPK14 protein, human|MAPK14",gngm,2010,19997055,19997055,,18687472,"Which genes does DNA, Mitochondrial stimulate?"
C0014442,Enzymes,enzy,STIMULATES,C0043335,Xenobiotics,bacs,2010,19997066,19997066,,18698430,Which active substances does Enzymes stimulate?
C0016943,Galactosamine,bacs,STIMULATES,C1367307|6774,STAT3 gene|STAT3,gngm,2010,19997066,19997066,,18700115,Which genes does Galactosamine stimulate?
C0020934,Imipramine,orch,STIMULATES,C0003695,Arachidonic Acid,eico,2010,18982003,18982003,,121354861,Which medical entities does Imipramine stimulate?
C0021641|3630,Insulin|INS,aapp,STIMULATES,C0017725,Glucose,bacs,2010,19902270,19902270,,18648593,Which active substances does Insulin|INS stimulate?
C0028351,Norepinephrine,nsba,STIMULATES,C0014563,Epinephrine,horm,2010,19997051,19997051,,18680325,Which medical entities does Norepinephrine stimulate?
C0033014,Pregnenes,strd,STIMULATES,C0596902,Membrane Transport Proteins,gngm,2010,27721355,27721355,,1256813,Which genes does Pregnenes stimulate?
C0033017,Pregnenolone Carbonitrile,phsu,STIMULATES,283871,PGP,gngm,2010,27721343,27721343,,1244630,Which genes does Pregnenolone Carbonitrile stimulate?
C0033017,Pregnenolone Carbonitrile,phsu,STIMULATES,C0012265,Digoxin,carb,2010,27721343,27721343,,1245560,Which medical entities does Pregnenolone Carbonitrile stimulate?
C0035608,Rifampin,antb,STIMULATES,C0596902,Membrane Transport Proteins,gngm,2010,27721355,27721355,,1256813,Which genes does Rifampin stimulate?
C0074554,Simvastatin,orch,STIMULATES,C0669365|4846,"NOS3 protein, human|NOS3",gngm,2010,19997050,19997050,,18679017,Which genes does Simvastatin stimulate?
C0079189,cytokine,aapp,STIMULATES,C0079904,NF-kappa B,gngm,2010,19966806,19966806,,955482,Which genes does cytokine stimulate?
C0087111,Therapeutic procedure,topp,STIMULATES,C0232338,Blood flow,orgf,2010,19997054,19997054,,18684441,Which medical entities does Therapeutic procedure stimulate?
C0178485,Arachidonate,bacs,STIMULATES,C0596812,ketoaldehyde,orch,2010,27721340,27721340,,1241279,Which chemicals does Arachidonate stimulate?
C0285890,alpha-Synuclein,aapp,STIMULATES,C0669372|4843,"NOS2A protein, human|NOS2",gngm,2010,18986737,18986737,,121379759,Which genes does alpha-Synuclein stimulate?
C0379275|5465,PPAR delta|PPARA,aapp,STIMULATES,C0164786|207,Proto-Oncogene Proteins c-akt|AKT1,gngm,2010,19997057,19997057,,18690262,Which genes does PPAR delta|PPARA stimulate?
C0387583,cyclooxygenase 2,aapp,STIMULATES,C0007634,Cells,cell,2010,19997048,19997048,,18673995,Which cell types does cyclooxygenase 2 stimulate?
C0596902,Membrane Transport Proteins,aapp,STIMULATES,C0043335,Xenobiotics,bacs,2010,19997066,19997066,,18698430,Which active substances does Membrane Transport Proteins stimulate?
C1366832|51761,"ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2",aapp,STIMULATES,C1099355,RNA-Induced Silencing Complex,gngm,2010,19966796,19966796,,946140,"Which genes does ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2 stimulate?"
C1433139,GW0742,orch,STIMULATES,C0164786|207,Proto-Oncogene Proteins c-akt|AKT1,gngm,2010,19997057,19997057,,18690014,Which genes does GW0742 stimulate?
C1433139,GW0742,orch,STIMULATES,C0206354,Glycogen Synthase Kinases,aapp,2010,19997057,19997057,,18690014,Which proteins does GW0742 stimulate?
C0001617,Adrenal Cortex Hormones,horm,TREATS,C0024141,"Lupus Erythematosus, Systemic",dsyn,2010,19902267,19902267,,18643665,Which diseases or conditions is Adrenal Cortex Hormones commonly used to treat?
C0011900,Diagnosis,hlca,TREATS,C0018799,Heart Diseases,dsyn,2010,19966833,19966833,,969699,Which diseases or conditions is Diagnosis commonly used to treat?
C0013216,Pharmacotherapy,topp,TREATS,C0007131,"Carcinoma, Non-Small-Cell Lung",neop,2010,27755792,27755792,,16901974,Which diseases or conditions is Pharmacotherapy commonly used to treat?
C0013216,Pharmacotherapy,topp,TREATS,C0019204,Primary carcinoma of the liver cells,neop,2010,27721358,27721358,,1260440,Which diseases or conditions is Pharmacotherapy commonly used to treat?
C0013216,Pharmacotherapy,topp,TREATS,C0030705,Patients,podg,2010,27721358,27721358,,1260440,Which medical entities is Pharmacotherapy commonly used to treat?
C0013216,Pharmacotherapy,topp,TREATS,C0220650,Metastatic malignant neoplasm to brain,neop,2010,27755816,27755816,,16910660,Which diseases or conditions is Pharmacotherapy commonly used to treat?
C0013931,"Embolization, Therapeutic",topp,TREATS,C0030705,Patients,podg,2010,25302440,25302440,,18694729,"Which medical entities is Embolization, Therapeutic commonly used to treat?"
C0016365,Fluoxetine,phsu,TREATS,C0034693,Rattus norvegicus,mamm,2010,18982003,18982003,,121354869,Which species is Fluoxetine commonly used to treat?
C0017066,Ganciclovir,phsu,TREATS,C1257890,Population Group,popg,2010,19966850,19966850,,981024,Which medical entities is Ganciclovir commonly used to treat?
C0019932,Hormones,horm,TREATS,C0242350,Erectile dysfunction,dsyn,2010,19997070,19997070,,18703197,Which diseases or conditions is Hormones commonly used to treat?
C0021081,Immunosuppressive Agents,phsu,TREATS,C0001675,Adult,aggp,2010,27721357,27721357,,1258595,Which medical entities is Immunosuppressive Agents commonly used to treat?
C0021081,Immunosuppressive Agents,phsu,TREATS,C0376387,"Recipient, Transplant",humn,2010,27721357,27721357,,1258595,Which patients or groups is Immunosuppressive Agents commonly used to treat?
C0021153,Decompressive incision,topp,TREATS,C0019270,Hernia,anab,2010,19902277,19902277,,18653948,Which medical entities is Decompressive incision commonly used to treat?
C0024875,Massage,topp,TREATS,C0917801,Sleeplessness,sosy,2010,27744853,27744853,,12881019,Which medical entities is Massage commonly used to treat?
C0025241,Melphalan,phsu,TREATS,C0026764,Multiple Myeloma,neop,2010,19966851,19966851,,981717,Which diseases or conditions is Melphalan commonly used to treat?
C0025241,Melphalan,phsu,TREATS,C0030705,Patients,podg,2010,19966851,19966851,,981717,Which medical entities is Melphalan commonly used to treat?
C0026606,Physical activity,dora,TREATS,C0085623,Akinesia,dsyn,2010,19902323,19902323,,18688783,Which diseases or conditions is Physical activity commonly used to treat?
C0028833,Octreotide,horm,TREATS,C0008732,Chylous Ascites,dsyn,2010,19902268,19902268,,18645671,Which diseases or conditions is Octreotide commonly used to treat?
C0030231,Palliative Care,hlca,TREATS,C0027765,nervous system disorder,dsyn,2010,27744962,27744962,,12890697,Which diseases or conditions is Palliative Care commonly used to treat?
C0030899,Pentoxifylline,phsu,TREATS,C0030705,Patients,podg,2010,19997047,19997047,,18673700,Which medical entities is Pentoxifylline commonly used to treat?
C0030899,Pentoxifylline,phsu,TREATS,C0036690,Septicemia,dsyn,2010,19997047,19997047,,18673700,Which diseases or conditions is Pentoxifylline commonly used to treat?
C0031990,Piroxicam,phsu,TREATS,C0034693,Rattus norvegicus,mamm,2010,27721361,27721361,,1267980,Which species is Piroxicam commonly used to treat?
C0034618,Radiation therapy,topp,TREATS,C0006826,Malignant Neoplasms,neop,2010,19997074,19997074,,18706283,Which diseases or conditions is Radiation therapy commonly used to treat?
C0034618,Radiation therapy,topp,TREATS,C0152018,Esophageal carcinoma,neop,2010,27755781,27755781,,16898723,Which diseases or conditions is Radiation therapy commonly used to treat?
C0034618,Radiation therapy,topp,TREATS,C0278252,Prognosis bad,fndg,2010,27755816,27755816,,16910499,Which clinical findings is Radiation therapy commonly used to treat?
C0035273,Resuscitation,topp,TREATS,C0034693,Rattus norvegicus,mamm,2010,19997050,19997050,,18677380,Which species is Resuscitation commonly used to treat?
C0074554,Simvastatin,phsu,TREATS,C0038435,Stress,fndg,2010,19997050,19997050,,18678766,Which clinical findings is Simvastatin commonly used to treat?
C0085149,Tacrolimus,orch,TREATS,C0001675,Adult,aggp,2010,27721357,27721357,,1258595,Which medical entities is Tacrolimus commonly used to treat?
C0085149,Tacrolimus,orch,TREATS,C0376387,"Recipient, Transplant",humn,2010,27721357,27721357,,1258595,Which patients or groups is Tacrolimus commonly used to treat?
C0085149,Tacrolimus,phsu,TREATS,C1257890,Population Group,popg,2010,27721357,27721357,,1259462,Which medical entities is Tacrolimus commonly used to treat?
C0087111,Therapeutic procedure,topp,TREATS,C0007131,"Carcinoma, Non-Small-Cell Lung",neop,2010,27755816,27755816,,16910822,Which diseases or conditions is Therapeutic procedure commonly used to treat?
C0087111,Therapeutic procedure,topp,TREATS,C0012634,Disease,dsyn,2010,19997071,19997071,,18704196,Which diseases or conditions is Therapeutic procedure commonly used to treat?
C0087111,Therapeutic procedure,topp,TREATS,C0024115,Lung diseases,dsyn,2010,27755815,27755815,,16910288,Which diseases or conditions is Therapeutic procedure commonly used to treat?
C0087111,Therapeutic procedure,topp,TREATS,C0026809,Mus,mamm,2010,19997046,19997046,,18671436,Which species is Therapeutic procedure commonly used to treat?
C0087111,Therapeutic procedure,topp,TREATS,C0030567,Parkinson Disease,dsyn,2010,19902323,19902323,,18687751,Which diseases or conditions is Therapeutic procedure commonly used to treat?
C0087111,Therapeutic procedure,topp,TREATS,C0030705,Patients,podg,2010,27755816,27755816,,16910822,Which medical entities is Therapeutic procedure commonly used to treat?
C0087111,Therapeutic procedure,topp,TREATS,C0036690,Septicemia,dsyn,2010,19997046,19997046,,18671226,Which diseases or conditions is Therapeutic procedure commonly used to treat?
C0087111,Therapeutic procedure,topp,TREATS,C0085616,Vasospasm,patf,2010,19997054,19997054,,18685771,Which pathologic functions is Therapeutic procedure commonly used to treat?
C0128608,mizoribine,phsu,TREATS,C0008059,Child,aggp,2010,19902267,19902267,,18643917,Which medical entities is mizoribine commonly used to treat?
C0180053,Compresses,medd,TREATS,C0027361,Persons,popg,2010,27744805,27744805,,12874397,Which medical entities is Compresses commonly used to treat?
C0180053,Compresses,medd,TREATS,C0029408,Degenerative polyarthritis,dsyn,2010,27744805,27744805,,12874397,Which diseases or conditions is Compresses commonly used to treat?
C0246904,Levosimendan,phsu,TREATS,C0039005,Family suidae,mamm,2010,19997054,19997054,,18685115,Which species is Levosimendan commonly used to treat?
C0259990,Oncologist,prog,TREATS,C1516213,Cancer Patient,podg,2010,27755782,27755782,,16899248,Which medical entities is Oncologist commonly used to treat?
C0301559,Screw,medd,TREATS,C0036439,"Scoliosis, unspecified",anab,2010,19902275,19902275,,18651781,Which medical entities is Screw commonly used to treat?
C0349707,Aspiration-action,topp,TREATS,C0007131,"Carcinoma, Non-Small-Cell Lung",neop,2010,27755780,27755780,,16898073,Which diseases or conditions is Aspiration-action commonly used to treat?
C0349707,Aspiration-action,topp,TREATS,C0030705,Patients,podg,2010,27755780,27755780,,16898583,Which medical entities is Aspiration-action commonly used to treat?
C0349707,Aspiration-action,topp,TREATS,C0242379,Malignant neoplasm of lung,neop,2010,27755784,27755784,,16899770,Which diseases or conditions is Aspiration-action commonly used to treat?
C0360714,Hydroxymethylglutaryl-CoA Reductase Inhibitors,phsu,TREATS,C0008679,Chronic Disease,dsyn,2010,19997050,19997050,,18677576,Which diseases or conditions is Hydroxymethylglutaryl-CoA Reductase Inhibitors commonly used to treat?
C0395459,Laser iridotomy,topp,TREATS,C0030705,Patients,podg,2010,18976314,18976314,,121323475,Which medical entities is Laser iridotomy commonly used to treat?
C0395459,Laser iridotomy,topp,TREATS,C1281939,Uveitic glaucoma,dsyn,2010,18976314,18976314,,121323475,Which diseases or conditions is Laser iridotomy commonly used to treat?
C0436241,Combined radiotherapy NOS,topp,TREATS,C0007131,"Carcinoma, Non-Small-Cell Lung",neop,2010,27755816,27755816,,16910822,Which diseases or conditions is Combined radiotherapy NOS commonly used to treat?
C0436241,Combined radiotherapy NOS,topp,TREATS,C0030705,Patients,podg,2010,27755816,27755816,,16910822,Which medical entities is Combined radiotherapy NOS commonly used to treat?
C0450442,Agent,chvf,TREATS,C0853897,Diabetic cardiomyopathy,dsyn,2010,19902320,19902320,,18685434,Which diseases or conditions is Agent commonly used to treat?
C0543467,Operative Surgical Procedures,topp,TREATS,C0009932,Control Groups,humn,2010,19997050,19997050,,18678154,Which patients or groups is Operative Surgical Procedures commonly used to treat?
C0543467,Operative Surgical Procedures,topp,TREATS,C0242379,Malignant neoplasm of lung,neop,2010,27755788,27755788,,16900703,Which diseases or conditions is Operative Surgical Procedures commonly used to treat?
C0663241,linezolid,phsu,TREATS,C0028242,Nocardia Infections,dsyn,2010,18983618,18983618,,121363236,Which diseases or conditions is linezolid commonly used to treat?
C0687732,Prevention,topp,TREATS,C1519279,Sexual transmission,patf,2010,19996978,19996978,,18647544,Which pathologic functions is Prevention commonly used to treat?
C0699680,Metric,phsu,TREATS,C0038455,Stroke Volume,fndg,2010,19997052,19997052,,18682308,Which clinical findings is Metric commonly used to treat?
C0857127,Induction,topp,TREATS,C0026809,Mus,mamm,2010,27721355,27721355,,1255877,Which species is Induction commonly used to treat?
C0857127,Induction,topp,TREATS,C0034693,Rattus norvegicus,mamm,2010,27721343,27721343,,1244630,Which species is Induction commonly used to treat?
C0871685,Clinicians,prog,TREATS,C0030705,Patients,podg,2010,18985452,18985452,,121372880,Which medical entities is Clinicians commonly used to treat?
C0886052,wound care,topp,TREATS,C0028661,Nurses,humn,2010,27753361,27753361,,16294765,Which patients or groups is wound care commonly used to treat?
C1122962,gefitinib,orch,TREATS,C0220650,Metastatic malignant neoplasm to brain,neop,2010,27755816,27755816,,16910660,Which diseases or conditions is gefitinib commonly used to treat?
C1160938,Nutraceuticals,phsu,TREATS,C0376358,Malignant neoplasm of prostate,neop,2010,19997071,19997071,,18704636,Which diseases or conditions is Nutraceuticals commonly used to treat?
C1178562,Campath 1H,phsu,TREATS,C0599755,cohort,popg,2010,19966846,19966846,,977497,Which medical entities is Campath 1H commonly used to treat?
C1261322,Assessment procedure,hlca,TREATS,C0857175,Postinfarction,dsyn,2010,18980750,18980750,,121348142,Which diseases or conditions is Assessment procedure commonly used to treat?
C1293136,Obliteration procedure,topp,TREATS,C0580178,Duodenal varices,dsyn,2010,19902296,19902296,,18667427,Which diseases or conditions is Obliteration procedure commonly used to treat?
C1456587,Bariatric Surgery,topp,TREATS,C0030705,Patients,podg,2010,18958536,18958536,,121216342,Which medical entities is Bariatric Surgery commonly used to treat?
C1513375,Moderate Exercise,dora,TREATS,C0020517,Hypersensitivity,patf,2010,18977173,18977173,,121328213,Which pathologic functions is Moderate Exercise commonly used to treat?
C1513375,Moderate Exercise,dora,TREATS,C0042960,Voluntary Workers,humn,2010,18977173,18977173,,121328213,Which patients or groups is Moderate Exercise commonly used to treat?
C1515672,mTOR Inhibitor,phsu,TREATS,C0007134,Renal Cell Carcinoma,neop,2010,19966847,19966847,,978367,Which diseases or conditions is mTOR Inhibitor commonly used to treat?
C1520143,Whole-Brain Radiotherapy,topp,TREATS,C0220650,Metastatic malignant neoplasm to brain,neop,2010,27755816,27755816,,16910660,Which diseases or conditions is Whole-Brain Radiotherapy commonly used to treat?
C1562036,Calcineurin inhibitor,phsu,TREATS,C0001675,Adult,aggp,2010,27721357,27721357,,1258595,Which medical entities is Calcineurin inhibitor commonly used to treat?
C1562036,Calcineurin inhibitor,phsu,TREATS,C0376387,"Recipient, Transplant",humn,2010,27721357,27721357,,1258595,Which patients or groups is Calcineurin inhibitor commonly used to treat?
C1563737,Roux-en-Y Gastric Bypass,topp,TREATS,C0000737,Abdominal Pain,sosy,2010,18958536,18958536,,121216345,Which medical entities is Roux-en-Y Gastric Bypass commonly used to treat?
C1563737,Roux-en-Y Gastric Bypass,topp,TREATS,C0043096,Body Weight decreased,fndg,2010,18958536,18958536,,121216345,Which clinical findings is Roux-en-Y Gastric Bypass commonly used to treat?
C0001674,Adsorption,lbpr,USES,C0669388,decan-4-olide,phsu,2010,19902280,19902280,,18658256,"In a biomedical context, what is the relationship between Adsorption and pharmacologic substances via USES?"
C0002915,General Anesthesia,topp,USES,C0040519,Tourniquets,medd,2010,19902309,19902309,,18678307,"In a biomedical context, what is the relationship between General Anesthesia and medical entities via USES?"
C0002921,Local anesthesia,topp,USES,C0014563,Epinephrine,phsu,2010,19902309,19902309,,18678099,"In a biomedical context, what is the relationship between Local anesthesia and pharmacologic substances via USES?"
C0005558,Biopsy,diap,USES,C0302614,Guide device,medd,2010,27755780,27755780,,16898398,"In a biomedical context, what is the relationship between Biopsy and medical entities via USES?"
C0008972,Clinical Research,resa,USES,C0026336,Study models,resd,2010,27721345,27721345,,1247662,"In a biomedical context, what is the relationship between Clinical Research and medical entities via USES?"
C0011900,Diagnosis,hlca,USES,C0025086,Medical Imaging,diap,2010,19902300,19902300,,18671207,"In a biomedical context, what is the relationship between Diagnosis and medical entities via USES?"
C0014441,Enzyme-Linked Immunosorbent Assay,lbpr,USES,C0010291,"Creatine Kinase, MM Form",aapp,2010,18976957,18976957,,121326765,"In a biomedical context, what is the relationship between Enzyme-Linked Immunosorbent Assay and proteins via USES?"
C0014441,Enzyme-Linked Immunosorbent Assay,lbpr,USES,C0443640,Specific antibody,aapp,2010,18976957,18976957,,121326762,"In a biomedical context, what is the relationship between Enzyme-Linked Immunosorbent Assay and proteins via USES?"
C0021083,Immunotherapy,topp,USES,C1515672,mTOR Inhibitor,phsu,2010,19966847,19966847,,978367,"In a biomedical context, what is the relationship between Immunotherapy and pharmacologic substances via USES?"
C0021153,Decompressive incision,topp,USES,C0810556,"Stimulators, Mechanical",medd,2010,19997038,19997038,,18665834,"In a biomedical context, what is the relationship between Decompressive incision and medical entities via USES?"
C0024485,Magnetic Resonance Imaging,diap,USES,C0009924,Contrast Media,irda,2010,19902338,19902338,,18700016,"In a biomedical context, what is the relationship between Magnetic Resonance Imaging and medical entities via USES?"
C0025086,Medical Imaging,diap,USES,C0026020,"Microscopy, Electron, Scanning",lbpr,2010,19902335,19902335,,18698844,"In a biomedical context, what is the relationship between Medical Imaging and medical entities via USES?"
C0040395,tomography,diap,USES,C1441526,COMPUTED,lbpr,2010,27755780,27755780,,16898156,"In a biomedical context, what is the relationship between tomography and medical entities via USES?"
C0041618,Ultrasonography,diap,USES,C0009924,Contrast Media,irda,2010,19902338,19902338,,18699793,"In a biomedical context, what is the relationship between Ultrasonography and medical entities via USES?"
C0087111,Therapeutic procedure,topp,USES,C0016943,Galactosamine,carb,2010,19997066,19997066,,18700318,"In a biomedical context, what is the relationship between Therapeutic procedure and medical entities via USES?"
C0087111,Therapeutic procedure,topp,USES,C0019139,"Heparin, Low-Molecular-Weight",carb,2010,18977778,18977778,,121332695,"In a biomedical context, what is the relationship between Therapeutic procedure and medical entities via USES?"
C0087111,Therapeutic procedure,topp,USES,C0030899,Pentoxifylline,phsu,2010,19997047,19997047,,18672789,"In a biomedical context, what is the relationship between Therapeutic procedure and pharmacologic substances via USES?"
C0087111,Therapeutic procedure,topp,USES,C0033017,Pregnenolone Carbonitrile,phsu,2010,27721343,27721343,,1245254,"In a biomedical context, what is the relationship between Therapeutic procedure and pharmacologic substances via USES?"
C0087111,Therapeutic procedure,topp,USES,C0037494,Sodium Chloride,phsu,2010,19902321,19902321,,18685979,"In a biomedical context, what is the relationship between Therapeutic procedure and pharmacologic substances via USES?"
C0087111,Therapeutic procedure,topp,USES,C0074554,Simvastatin,phsu,2010,19997050,19997050,,18679190,"In a biomedical context, what is the relationship between Therapeutic procedure and pharmacologic substances via USES?"
C0087111,Therapeutic procedure,topp,USES,C0128608,mizoribine,phsu,2010,19902267,19902267,,18643917,"In a biomedical context, what is the relationship between Therapeutic procedure and pharmacologic substances via USES?"
C0087111,Therapeutic procedure,topp,USES,C0243192,agonists,phsu,2010,19902320,19902320,,18684780,"In a biomedical context, what is the relationship between Therapeutic procedure and pharmacologic substances via USES?"
C0087111,Therapeutic procedure,topp,USES,C0246904,Levosimendan,phsu,2010,19997054,19997054,,18685771,"In a biomedical context, what is the relationship between Therapeutic procedure and pharmacologic substances via USES?"
C0087111,Therapeutic procedure,topp,USES,C0663241,linezolid,phsu,2010,18983618,18983618,,121363236,"In a biomedical context, what is the relationship between Therapeutic procedure and pharmacologic substances via USES?"
C0175723,Bands,medd,USES,C0023764,Lipase,phsu,2010,18979220,18979220,,121339862,"In a biomedical context, what is the relationship between Bands and pharmacologic substances via USES?"
C0180249,Cushions,medd,USES,C0180979,Frame,medd,2010,19902276,19902276,,18653533,"In a biomedical context, what is the relationship between Cushions and medical entities via USES?"
C0184661,Procedures,hlca,USES,C0027646,Diagnostic Neoplasm Staging,diap,2010,27755777,27755777,,16897338,"In a biomedical context, what is the relationship between Procedures and medical entities via USES?"
C0199176,Prophylactic treatment,topp,USES,C0949665,Fluoroquinolones,phsu,2010,19966848,19966848,,978626,"In a biomedical context, what is the relationship between Prophylactic treatment and pharmacologic substances via USES?"
C0436196,Spectrometry,lbpr,USES,C0013845,Electron Spin Resonance Spectroscopy,lbpr,2010,27721354,27721354,,1254836,"In a biomedical context, what is the relationship between Spectrometry and medical entities via USES?"
C0487602,Staining method,lbpr,USES,C0079603,Immunofluorescence,lbpr,2010,19997064,19997064,,18695540,"In a biomedical context, what is the relationship between Staining method and medical entities via USES?"
C0565514,Compression procedure,topp,USES,C0810556,"Stimulators, Mechanical",medd,2010,19997038,19997038,,18665834,"In a biomedical context, what is the relationship between Compression procedure and medical entities via USES?"
C0596928,micrography,lbpr,USES,C0678118,Transmission Electron Microscopy,lbpr,2010,19902325,19902325,,18691231,"In a biomedical context, what is the relationship between micrography and medical entities via USES?"
C0600558,Neoadjuvant Therapy,topp,USES,C0179926,Ventricular assist device,medd,2010,19966851,19966851,,983098,"In a biomedical context, what is the relationship between Neoadjuvant Therapy and medical entities via USES?"
C0857127,Induction,topp,USES,283871,PGP,aapp,2010,27721343,27721343,,1244630,"In a biomedical context, what is the relationship between Induction and proteins via USES?"
C0857127,Induction,topp,USES,C0596902,Membrane Transport Proteins,aapp,2010,27721355,27721355,,1256813,"In a biomedical context, what is the relationship between Induction and proteins via USES?"
C0936012,Analysis,resa,USES,C1514628,Quantitative Reverse Transcriptase PCR,mbrt,2010,19902321,19902321,,18686453,"In a biomedical context, what is the relationship between Analysis and medical entities via USES?"
C1261322,Assessment procedure,hlca,USES,C0013516,Echocardiography,diap,2010,19902320,19902320,,18684313,"In a biomedical context, what is the relationship between Assessment procedure and medical entities via USES?"
C1261322,Assessment procedure,hlca,USES,C0041618,Ultrasonography,diap,2010,18976940,18976940,,121326652,"In a biomedical context, what is the relationship between Assessment procedure and medical entities via USES?"
C1261322,Assessment procedure,hlca,USES,C0920367,"Tomography, Optical Coherence",diap,2010,18976314,18976314,,121323475,"In a biomedical context, what is the relationship between Assessment procedure and medical entities via USES?"
C1276413,Therapeutic regimen,topp,USES,C0013227,Pharmaceutical Preparations,phsu,2010,19902267,19902267,,18644501,"In a biomedical context, what is the relationship between Therapeutic regimen and pharmacologic substances via USES?"
C1367307|6774,STAT3 gene|STAT3,gngm,USES,C0016943,Galactosamine,carb,2010,19997066,19997066,,18700318,"In a biomedical context, what is the relationship between STAT3 gene|STAT3 and medical entities via USES?"
C1510438,Assay,lbpr,USES,C0037813,"Spectrum Analysis, Mass",lbpr,2010,19966807,19966807,,955968,"In a biomedical context, what is the relationship between Assay and medical entities via USES?"
C1519941,Validation,resa,USES,C0032520,Polymerase Chain Reaction,mbrt,2010,19997067,19997067,,18701609,"In a biomedical context, what is the relationship between Validation and medical entities via USES?"
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
